video_id,translated_description
9d7556dfe0525974208de01561925d19,"черный фон с белым текстом, в котором говорится, что две женщины стоят рядом с другими женщинами, женщина с длинными каштановыми волосами и синей рубашкой улыбается в камеру, галактика в прямом эфире - скриншот."
4eb06f99454c858a0966e4b8079d6849,"черная дыра в центре розового фона, молодая девушка в розовой шапке, неоновый знак с русскими и английскими на ней, человек с ножницами в руках, девушка, стоящая перед неоновыми знаками."
b575ade141419d983a5342a922899cba,"черный фон с белыми линиями на нем, мужчина в форме разговаривал с женщиной в форме, группа людей стояла в лесу, и мужчина лежал на куче шин."
484b3600ebf13d5f11b1123b2fe4b142,"черный фон с луной на небе, человек, держащий тигра в руке, группа людей, играющих в гольф на зеленом поле, человек, стоящий на траве с обувью, два человека, играющие в футбол на поле для гольфа, мужчина в розовой рубашке, разговаривающий с другим мужчиной."
76c41bdad1885317836b9e4645c6a7c7,"Рука с красной кредитной картой, мужчина играет на барабанах перед микрофоном, два человека сидят за столом перед микрофоном, мужчина в костюме поет в микрофон, группа людей сидит перед сценой, и человек с наушниками."
61575021ed9ef2f2804c65666c16d1e9,"черный фон с белыми линиями и черным фоном без белых линий, двое мужчин сидят на диване в гостиной, группа людей в комнате с мужчиной и женщиной, мужчина в военной форме водит машину, двое мужчин в военной форме стоят на снегу, двое солдат сидят за столом, едят еду."
c25b43466a566c4a9bfe2d142505371b,"с близкого взгляда на кинопроектор, мужчина, стоящий рядом с женщиной в комнате, женщина, работающая на деревянном куске, и мужчина и женщина, смотрящие друг на друга, мужчина, стоящий перед полкой, полной обуви, группа людей в комнате с деревянной мебелью."
5908bed09e1a1a950b912e340b1cd5f2,"черный фон с красным и белым текстом, женщина, стоящая перед баром, группа людей сидящих за столом, чёрно-белое фото дерева, мужчина, играющий на гитаре, два мужчины, играющие в бильярд в темной комнате."
b92801180db0dd2571a4accc505af58a,"Женщина, смотрящая на платье на манне, делает клочок бумаги, две женщины сидят на диване и разговаривают друг с другом."
adc89b4580b3d01f12491aeb32ec3642,"Молодой мальчик в халате в лаборатории, большое деревянное здание, сидящее на тротуаре, две девочки, идущие в лесу, квартирное здание с припаркованными перед ним автомобилями, мужчина и женщина, сидящие на диване, группа людей, проходящих через аэропорт."
d694446f65e53a165bf40af2ad446b19,Человек в военной форме разговаривает с мальчиком в красной машине.
c9037afc75a046c5cd24945974de9c20,"Мужчина в костюме и очках, сидящий за столом, мужчина, стоящий перед красным занавесом, двое мужчин, сидящих впереди друг друга, и мужчина и женщина, стоящие в переднем красного занавеса."
4231958ed9fc366f35afb4babf70e2bf,"черно-белая фотография человека в темноте, мужчина, сидящий в стуле, разговаривающий с другим мужчиной, два человека сидящие в стульях перед кирпичной стеной, женщина, сидящая в стуле с ноутбуком, женщина, смотрящая на свой телефон, и женщина, сидящая сверху чёрного кресла."
a39fc9595b0a144d325fa58a5d317554,"Заглавный экран для названия игры, мужчина, стоящий перед велосипедом, группа людей, сидящая за столом перед стеной, закрывая стол с телефоном, сидящий на столе рядом с гитарами, мужчина, стоящий рядом с женщиной на сцене."
cfbf2c07fa7ceb3b29ece9caca9ca369,"черный фон с белым текстом на нём, мужчина, катающийся на эскалаторе вниз по эскалаторам, мальчик, поющий в микрофон, женщина в черно-белом свитере, сидящая на стуле, группа людей в комнате со стеклянными стенами."
88c84c53162a732dcbca73526bf05db6,"мужчина, стоящий перед домом в снегу, человек, идущий по покрытой снегом улице, мужчина в красной куртке и в черных штанах, мужчина и женщина сидящие в машине, два человека сидящие в задней части машины."
061757c33a9667fa31e7bd442c61dff6,"черно-белая фотография мужчины в костюме, мужчина, сидящий за столом перед флагом, вид города с закатом на заднем плане, женщина, сидящая за столом с ноутбуком, и стая птиц, летающих в небе."
b63b42672ba1e3fe8d4d5a1329bbe892,"мужчина в костюме с ножом в руке, изображение комнаты с пианино в ней, группа людей, сидящих за столом с ноутбуками, мужчина и женщина, стоящие перед дверью, и мужчина, стоящий рядом с женщиной в комнате."
b1040c36919320a09bd785c7f10e0094,"Черный и апельсиновый плакат с изображением женщины в черном платье, женщины, сидящей в зеленом стуле и улыбающейся, двух человек, сидящих на стульях перед экраном, мужчины в синей рубашке, сидящего на синем стуле, и лысого лысого, лысого, лысого и лысого лысого лысого по всему плакату."
4c866aa742af11c4cf04867167c80e40,"- изображение красного и синего света на черном фоне, мужчина в красной куртке, стоящий рядом с женщиной, два человека, играющие в теннис на теннисном корте, мужчина ходит с лошадью на снегу, иллюстрацией футболиста на стадионе."
77ad39acf480ae74ae6fbf5169abfd1e,"мужчина, стоящий перед картиной, мужчина, держащий ноутбук в руке, и мужчина, сидящий за столом с ноутбуком, мужчина и женщина, сидящие на диване перед затопленной улице, двое мужчин сидящие на диване, говорящие друг с другом, трое мужчин сидящие на диване перед Ноуттопом и двое мужчин с ноутбуками."
bc4af7d0e39902793d1565777b8861f7,"черный фон с белым текстом, в котором написано, что красный автобус на белом фоне, женщина стоит в боксерском кольце, группа людей сидящих за столом, женщина стоит перед микрофоном, мужчина стрижется в салоне."
597135f35ceaee2756a7e1fa381444f7,"черный фон с белым текстом на нем, человек делает каменное лицо, мужчина в синей рубашке разговаривает с другим мужчиной, мужчина сидит за столом перед фиолетовым и зелёным фоном, а мужчина сидит за столом с поднятыми руками и человек с неоновым знаком."
6c6bb222f7e49160bc9801bbe33d6dc9,"Статуя в темной комнате с зелеными огнями, мужчина, сидящий на белом стуле, группа людей, сидящая перед экраном, и мужчина в смокинге, мужчина, стоящий перед трибуной толпы, мужчина и женщина, стоящие рядом друг с другом."
78002eb306ae22e44147464bc45842f8,"Женщина, сидящая на мосту и наблюдающая за городом, двое человек сидят на стульях на палубе, женщина стоит перед пианино и мужчина в костюме и галстуке, мужчина и женщина сидят на стуле на крыльце, мужчина и женщина на деревянной палубе и молодой мужчина, сидящий перед огнем."
8f226e80d99928c338baff96696eb906,"красная пластиковая коробка с белой крышкой, женщина в шляпе и с микрофоном, дельфин, плывущий в воде вблизи берега, двое мужчин, стоящих рядом с пальмой, группа детей стоит вокруг огня."
b01a682bf4dfcc09f1e8fac5bc18785a,"Название игры, название игры, женщина в черном платье, поющая в микрофоне, три мужчины, сидящие на красных стульях в темной комнате, три мужчины, сидящие в красных стульях, один читающий книгу."
50c6ac5b1962519d47dff843ac80023c,"Логотип официального трейлера игры, на котором изображена группа людей, большой корабль посреди водоема, старый красный автомобиль припаркован в снегу и электронные часы."
4092b7a52d60cb0f1520217bb832a1e9,"Женщина, идущая по улице перед магазином, женщина, сидящая за столом с микрофоном, две женщины сидящая в баре на улице, группа женщин, сидящих вместе в ресторане."
fd80ca4a5bede4614ca82be224c4b7f0,"черный экран с белым текстом на нем, мужчина с бородой в черной шляпе, женщина, стоящая перед зеркалом в комнате, мужчина, сидящий на крыше, держащий камеру, девушка стоит рядом с полицейским."
c933ebf40ff161591a58d7878dff5fcb,"Статуя женщины с розовым светом на голове, мужчина, сидящий на желтом стуле, группа людей сидящих за столом, мужчина в красной рубашке и чёрной шляпе, женщина, сидящая за столом с тарелкой еды."
72ac02e9fa513e91af1c02dd2d79eb6a,"черный фон с белыми линиями, мужчина и женщина стоят перед зданием, двое мужчин в форме разговаривают друг с другом, мужчина и женщина идут по грунтовой дороге, мальчик в черном пальто и девочка в красной шляпе, группа людей сидящих на зеленой скамейке."
c9b7ef0cbc9fe04f900f1ad9dbc2a2bc,"черный фон с белым текстом, в котором говорится, что женщина сидит за столом перед доской, мужчина в черной рубашке и чёрной шляпе, два человека сидят за столами в офисе."
4e9855effd2923569e0807b45cf575c6,"скульптуру женщины, сидящей на стуле, картину еды и фруктов на столе, арбуз, вырезанный в миску с фруктами, кусочек торта на белой тарелке с фиолетовыми цветами, группа людей, стоящих на сцене, мужчина, сидящий на вершине фиолетового дивана."
a672cb06677449bbe8dbe91e6c223834,"черный фон с белым текстом на нем, мужчина, стоящий рядом с красной машиной в снегу, двое мужчин сидящие на заднем сидении автомобиля, неоновый знак в темноте с чёрным фоном."
e082d4ce348a0b2b18804eabdc5c2a33,"Группа людей стоит на сцене, двое мужчин стоят перед микрофоном, темно-голубые обои с черным фоном, двое мужчин поют в микрофоны в комнате звукозаписи, неоновый знак с моими блефами."
719cd00cd1950e6c12baa6d20dce447c,"черный фон с белыми линиями на нем, женщина в черной куртке и шляпе разговаривает с мужчиной, мужчиной и женщиной, стоящими снаружи здания, мальчик и девочка сидящие на скамейке, мужчина и женщина, стоящие перед столом, полным пищи."
d08e259307080f66b9ae4e7137f2c24b,"мужчина стоит в темной комнате, мужчина сидит перед розовой стеной, женщина в очках и ожерелье, мужчина в серой рубашке и очках говорит в микрофоне, молодой человек стоит в офисе с растением на заднем фоне."
569aff3dd27b24d67332c7ebfff5d490,"черный фон с белым текстом, в котором говорится: мужчина с кудрявыми волосами, сидящий на стуле, женщина в костюме, стоящая рядом с мужчиной в костюме, картина, висящая на стене в комнате, женщина в офисе, мужчина в парике, стоящий перед зеркалом, две женщины, стоящие перед зеркалом в ванной."
7f4a68a6117ec2340bb69cd24c5d18e6,"черный фон с белыми линиями и черным фоном без белых линий, женщина, стоящая посреди улицы, покрытой снегом, мужчина в черной куртке разговаривает на камере, мальчик смотрит в окно здания."
aee5c79a7ab504a3240dfdfaa9c7bb3d,"Группа людей, танцующих на деревянном полу, женщина, идущая по лесу, две девушки стоят под зонтиком в парке, женщина разговаривает с мужчиной в комнате с другими людьми, перед зеркалом показана пара ботинок."
af55e305efa083a71b3de566a9947d71,"черный фон с белым текстом, в котором написано « правило », мужчина в красной рубашке, стоящий у кухонной стойки, человек кладёт что - то в миску, мужчина, стоящий на кухне, готовящий еду."
6256e733456e7179c39372d0d7bf2ce4,"черный фон с белыми линиями, два мужчины с татуировками, стоящими рядом с другими мужчинами, женщина, сидящая на диване с бокалом вина, женщина, смотрящая в дыру в стене, мужчина в синей форме, стоящий перед стеной."
4cddc31e4e952b57e4212915e97c1045,"синий и красный свет в темноте, мужчина, стоящий на вершине боксерского кольца, и мужчина, держащий двух тупиц, мужчина в красной куртке, стоящий рядом с другим мужчиной в боксерских перчатках."
9f16f338142a0bd3bd9c05ac133f5bcd,"черный фон с белым текстом на нем, мужчина в черной рубашке, поющий в микрофон, кофейная машина, сидящая на деревянном столе, двое мужчин в кожаных куртках разговаривают друг с другом, двое мужчин сидят за столом играя в карты, два человека сидят на полу в гостиной."
f9acb7a21f13b8499a25884ff1692372,"Серые бетонные обои с белым фоном, женщина, сидящая перед кирпичной стеной, две женщины, сидящие за столом, говорящие, женщина в костюме, разговаривающая с кем-то, женщина, сидящая в кресле, смотрящая на свой телефон, мужчина, сидящий в углу комнаты, смотрящий на свой телефон."
fff1ef66d848bc8987ac5126f05b053b,"скульптуру женщины, сидящей на стуле, человека, стоящего на сцене перед фиолетовыми огнями, мужчины, стоящего наверху сцены, группы людей, сидящей на сцене, женщины в желтой куртке, поющей в микрофон, мужчины в черно-белой полосатой рубашке, играющей в барабаны."
58be8881640161228e3e691b00a11bd2,"Группа мужчин, играющих на инструментах в комнате звукозаписи, группа людей, сидящих перед неоновым знаком, темно-голубые обои с черным фоном, мужчина, поющий в микрофон в музыкальной студии."
96fecdb163606ee6adc297775475fc74,"мужчина, стоящий перед картиной, мужчина, сидящий перед ноутбуком, женщина, сидящая на диване рядом с мужчиной, мужчина и женщина, идущие по снегу, мужчина в желтом свитере, группа людей, стоящих в комнате."
f4346ab0877f5ba71e903f3b328034aa,"Женщина в красном платье, стоящая перед красочными огнями, женщина в образе кометы со словами далекой галактики."
b2d05de8f87fc9122073660181878805,"черный фон с белыми линиями на нем, две машины, припаркованные на обочине дороги, мужчина в форме, разговаривающий с женщиной, женщина, стоящая перед зеленой лодкой, мужчина и женщина в парке, группа людей, стоящих за столом, полный пищи, группа мужчин, стоящих рядом друг с другом."
58c2c16ee87cfc9f8a5529eb90d16c9c,"Две женщины стоят перед выставкой куклов, фотография мужчины на сцене с микрофоном, две женщины разговаривают в комнате, полной кукол, две женщины смотрят на плюшевых животных в магазине, женщина смотрит на стеклянную выставку, человек работает на листке бумаги."
6875e2826192a176e5217a90f10961cb,"Воздушный вид на покрытое снегом поле, мужчина, сидящий в машине с открытым ртом, автомобиль, проезжающий по снегопаду на закате, мужчина, стоящий в снегу рядом с автомобилем, кола со многими фотографиями людей и машин."
bf04a039f7ded49e93747ac5318d02bf,"Женщина сидит в стуле в комнате, мужчина и женщина сидят в стульях, женщина в зеленом костюме, сидящая на стуле, и мужчина в костюме, сидящий перед растением."
c860598c9519ac82c603f87cf80f1900,"черный фон с белыми линиями и черным фоном без белых линий, двое мужчин в лесу, стеклянная бутылка с бейсболом, мужчина в военной форме и женщина в платье, мужчина с зеркалом в снегу."
1679cc0cc8fb6daa0256b504048ed45f,"черный фон с белым текстом на нём, мужчина и женщина сидят за столом, женщина в черно-белом платье, изображение женщины с телефоном."
dca61ce0f891d9dc480fb718a3899bde,"В темноте рядом с куском металла, поездом, путешествующим по лесу, наполненному деревьями, женщина, сидящая за столом с пишущей машинкой, две собаки сидящие перед желтой машиной, телевизор с кучей телевизоров на заднем плане."
f8ec90ed765c1025616cb4ceec73200c,"человек, держащий камеру в руках, мужчина с очками, сидящий в стуле, двое мужчин сидящий в стульях в темной комнате, мужчина в костюме с зеленым светом на лице, женщина в черной кожаной куртке и черных перчатках."
a3f612cb733c50201f1dc6c3987c6aff,"Название игры, название игры, название игры, человек, стоящий в темной комнате с скейтбордом, автомобиль с разбитым ветровым стеклом, показан на этом образе."
6a365452eab9c772705e078ccb5f91a2,"Две женщины, идущие по коридору в здании, мужчина в синем и желтом гоночном автомобиле, женщина, делающая свои волосы в салоне, две женщины, стоящие перед зеркалом, группа людей, стоящих вокруг комнаты."
ab4fd6b1799326c93fd2b490f5eb25f8,"мужчина, стоящий рядом с собакой на поводке, мужчина и женщина, сидящие в задней части машины, группа людей, сидящая за столами в ресторане, женщина, стоящая на сцене перед толпой, женщина, сидящая на белом стуле в комнате, молодая девушка, поющая в микрофоне."
c8503e3a2927a3748f7863be40207b8d,"скульптуру женщины, сидящей на стуле, женщину в синей рубашке, сидящую за столом, группу людей в комнате с включенным светом, мужчину с бородой, сидящую сверху сцены, и мужчину в черной толстовке, сидящую перед кирпичной стеной."
abf83e112c7baa6a8a88d488e7e9129f,"Два человека в костюмах танцуют на деревянном полу, два человека играют в видеоигры в комнате, две девушки сидят за столом перед телевизором, мужчина с длинными волосами и клетчатой рубашкой разговаривает с другим мужчиной."
97dfff80d98a8db50fa90dc01651a64f,"Женщина, стоящая за стойкой в магазине, где много еды и людей."
a7f3abafc0ea6ea19a70e4af6bbde13f,"черный фон со словами на нем, человек, стоящий в пустой комнате со светом на стене, женщина, стоящая перед красной и белой картиной, и женщина, сидящая за столом с компьютером, чёрно-белый рисунок мужчины на скейтборде, красная телефонная будка с телефоном на нем."
a5f5f91737c3ef83a5c5c5d11c0ddb75,"Женщина с длинными волосами идет по улице, мужчина в синей рубашке смотрит на свой телефон, два человека работают на машине в гараже и два человека сидят на стульях перед баром."
5d5c02dbb19fff18c3e5e7355a246a4b,"черный фон с белыми линиями на нем, мужчина и женщина, стоящие перед деревом, группа людей, стоящих вокруг стола в лесу, маленькая девочка, вырезающая овощи на столе."
99bee031f03d139610782ddc76119857,"черный фон со словами на нем, галактика со звездой на заднем плане, группа людей в красных космических костюмах, женщина в синем толстовке сидящая на диване, женщина, сидящая на кожаном диване, спутниковый снимок антарктического льда."
b4dbecbd42b1b7b3b95e52fdd0615117,"Карта города со множеством зданий, два человека стоят перед зданием, три человека сидят на заднем сиденье автомобиля и два человека сидят на заднем сиденье фургона."
5966d16e935a44014892f518ad41b0e2,"человек с камерой в руке, мужчина и женщина сидят на стуле, мужчина и женщина сидят перед ноутбуком, двое молодых мужчин сидят в стульях, женщина в черном костюме и белая рубашка стоят перед клеткой."
39e0c3c481a7f45021056bdfb7b1b602,"черный фон с белым текстом на нем, маленькая девочка, бегущая по лестнице с золотой монетой, рисунок комнаты с окном, человек, кладущий туалетную бумагу на пол, персонаж мультфильма, держащий кусок бумаги на кухне. Двое детей сидят на бревне в пустыне, мальчик и девочка на лодке, корабль с парусами, плавающими в океане."
cb8f4c48fd10af6768c3a89a5f9ab2f7,"Черно-белое фото человека в костюме, чёрный шв припаркован в снегу, знак на стороне здания, человек, стоящий перед синей машиной, группа людей, ездящих на мотоциклах по дороге, близкое ветровое стекло на мотоцикле, черное фоно со словами на русском и английском языках, человек, ездящий на заднем сиденье белого мотоцикла."
099fd80077931649d5e71fa95cdbf42b,"Группа людей, поющих перед микрофоном, мужчина в желтой рубашке с поднятыми руками, неоновый знак, который читает мой блеф, женщина, держащая микрофон в передней части красной стены, и мужчина, стоящий позади нее, мужчина и женщина, сидящие впереди и разговаривающие друг с другом."
00475f4f136b32da5d7fc9cd41d24664,"логотип русской футбольной команды, логотип команды, черный и белый логотип на черном фоне, фургон припаркован перед зданием, боулинг с голубыми стенами и деревянными полом, пустая комната со стульями и проектором."
9ba459ee2b3ce44098d484750d8496dd,"черный фон с белым текстом на нём, компьютерный экран с красочным рисунком, человек, держащий кусок камня в руке, близкий к камню с лицом на нем, мужчина, сидящий за столом перед камнем, мужчина, держащий пару серёжек."
87bc0a1d246ed6c72b77da2f9d277054,"черный фон с белыми линиями на нём, мужчина в клетчатой рубашке указывает пальцем на камеру, красочный текст в середине розового и желтого фона."
a00b145242be3ebc3b311455e94917af,"Автомобиль припаркован на обочине дороги, дорога с двумя белыми линиями посередине, двое мужчин стоят рядом с другими мужчинами, мужчина в зеленой куртке рисует фургон, группа людей ездит по снежному склону."
8f6c6b5b5c8d98c1e9a22d192ec5182e,"Два человека, стоящих на парковке с мобильными телефонами, группа людей, стоящих рядом с машиной в снегу, мужчина, сидящий на сиденье водителя автомобиля, черная и белая фотография покрытого снегом поля, человек в шлеме в Сноу, автомобиль, сидящий на снегу."
586babcf285882b497882b5da0ad8db1,"Красный, синий и зелёный фон со словом ""r"" на нем, рядом с материнской доской на ноутбуке, мальчик играет на игровой площадке, мужчина стоит перед микрофоном."
c140fc83c86ff4c5632287a0e51e4d14,"Женщина в жёлтом пальто, стоящем в снегу, близ ящерицы на бревне, женщина, стоящая перед аквариумом, группа людей, стоящих вокруг желтого объекта."
010b862ffcb7867b1680cb42dc61308d,"Красный и синий фон со словом « фут » на нем, мужчина в костюме, сидящий за столом с ноутбуком, изображение человека в комнате, группа людей, сидящих за столом."
f08a8b29d9aded344f72b09ea85bbb13,"скульптура женщины, сидящей на стуле, мужчина в черной рубашке держит зеркало, а мужчина сидит на вершине желтой стволы, мужчина, стоящий на сцене перед большим экраном, группа людей сидящих на сцене, группа людей в комнате с светом, мужчина сидящий на стуле с рукой на лице."
4462e146b9b05a739043d8ccd24d5c38,"черный фон с белыми линиями на нем, группа людей, стоящих в комнате, мужчина в форме разговаривает с маленькой девочкой, мужчина и женщина идут по улице, два мужчины стоят посреди поля."
86a76fa0af1e08aa1911c91cca9a740f,"статуя женщины в белом платье, неоновый знак в темноте с черным фоном, мужчина в костюме, сидящий на диване, женщина сидящая в баре перед баром."
e77954656dc63bc696ba2796da976d1a,"черная и белая фотография мужчины в костюме, женщина с длинными каштановыми волосами и голубыми глазами смотрит в камеру, два человека сидят за столом и смотрят на ноутбук, мужчина и женщина сидят перед ноутбуком."
195430c19cc32ebc1909a8ad51343650,"черный фон с правилом слов, женщина рисует стену на кухне, скриншот переписного разговора, телефон с изображением человека на нем. Картина женщины в шляпе, фотография женщины, висящей на стене, человек, сидящий на диване в гостиной."
8cc8785efca469cdb6fb6efdcd3421d2,"Человек в синем костюме, стоящий перед синим светом, человек, стоящий на фоне черного фона, фото неба с облаками, человек, использующий нож, чтобы разрезать кусок бумаги, человек, стоящий на вершине большой плотины."
ea11c89337776fd7d403a632c796017f,"Женщина, сидящая на диване для печати зебры, мужчина в зеленой толстовке, стоящий перед синим и розовым фоном, группа мужчин, стоящих в темной комнате, мужчина проходит через терминал аэропорта и мужчина сидит за столом с камерой."
e0e1f01b42e805f043efb437109bc637,"черный фон с красным и синим логотипом, мужчина в костюме и галстуке, танцующий на сцене, мужчина с очками и бородой, сидящий на диване, мужчина, стоящий перед микрофоном, мужчина и женщина, стоящие на сцене, с туманным фоном с размытым эффектом посередине."
371a5a66029bfdadd4d17f8d4ead562d,"Брызг воды на черном фоне, человек в зеленой шляпе и синей куртке, три трофея, висящие на стене, маленький ребенок, играющий с игрушкой в комнате, мужчина в синей толстовке смотрит в камеру, женщина сидит за столом с едой на нем."
310621b7d584316a13f148922d50c161,"Изображение кругового объекта в центре круга, изображение двух женщин, сидящих за столом, говорящих друг с другом, женщины, держащей открытку перед фиолетовым фоном, человек, играющий в карты на столе."
10301c4103e9ec96d020d11ff0b04f67,"мужчину и женщину, поющих на сцене, мужчину в сантском костюме, играющего на гитаре, группу людей на сцене перед толпой, группу, выступающую с рождественским деревом на заднем плане, и мужчину, играющего в барабаны, группу людей, сидящих за столами в комнате, женщину в черном платье, поющую в микрофоне, мужчину в костюме, играющую на гитаре."
5a59d4150c426269e2df4ca41e8b5438,"Женщина в белом свитере, сидящая на желтом стуле, две женщины, сидящие за столом и разговаривающие друг с другом, сидящая на стуле перед рождественским деревом."
7838a4a2b2d957138896bd5fe7fb1e56,"черная дыра посреди розового фона, женщина с розовым кругом на лице, и женщина в машине с улыбкой на лице показаны в видео женщина с длинными светлыми волосами в зеленой рубашке и синих серьгах."
08b51f366509ad8f85fa4e7a739241d9,"Группа мужчин смотрит на что-то на планшете, двое сидят за столом и смотрят друг на друга, трое мужчин сидят на диване перед ноутбуком, мужчина в шляпе, сидящий рядом с другими мужчинами в красной рубашке."
6394a651a3ad162a6fefe0aa033699f6,"Мужчина в костюме и галстуке, стоящий перед стеной, группа картин, висящих на стене, женщина, стоящая на фронте магазина, комната, заполненная множеством различных вещей, мужчина, держащий нож над столом, полный гончарного, женщина в синем свитере."
ed20dcf747ac246a901cdee77481dfb8,"Женщина в красном платье, женщина сидит в кресле с микрофоном, две женщины сидят за столом и разговаривают друг с другом, женщина сидит на диване с микрофоном, женщина сидит перед кирпичной стеной."
264264a4a40803a76a16aa9246113267,"мужчина в костюме, поющий в микрофон, мужчина и женщина, поющие на сцене, группа людей на сцене игровых инструментах, неоновый знак со словами на французском и английском языках, группа выступает перед толпой."
9998cfacfa322d7923f5a7628b46ef63,"черный фон с белым текстом на нём, мужчина в красной рубашке, идущий по коридору, и мужчина, стоящий внутри будки с красными телефонами, мужчина и женщина, стоящие рядом с другими людьми, группа людей, стоящих вокруг красной телефонной будки, женщина в клетке, смотрящая через бары."
2758e50ad5d3984b90902ac4197de4f9,"Постер с мужчиной в костюме и галстуке, черный и красный плакат с лицом мужчины, группа людей сидящих в стульях в комнате, лысый мужчина, сидящий в синем стуле, женщина в клетчатой рубашке, сидящая на зеленом стуле, два человека, сидящие на стульях на телевизоре, мужчина и женщина перед телевизором."
88d3e207c19b62a0dd090fa1dc25c536,"черный экран с белым текстом на нём, человек в красной фасоли, рыба в воде с рыболовной сеткой, и человек, сидящий на вершине покрытой снегом земли, мужчина, держащий хот-дог в руке, два человека, стоящих рядом друг с другом, птица стоит на краю водоема."
c171f18053b576bf9b6965be3d2cc015,"черный фон с белыми линиями, мужчина, играющий на гитаре рядом с женщиной, женщина ходит по снегу, мужчина и женщина, стоящие на поле, группа людей, стоящих вокруг парковой скамейки, два человека, стоящих перед стеной."
da5a1061554a70e81b299044f23eb323,"черный фон с белым текстом, в котором говорится, что маленькая девочка бегает по лестнице с золотой монетой, девочка и мальчик в классе, группа детей в белой доске, персонаж мультфильма и персонаж мультфильма в туннеле, женщина и двое детей сидят перед окном."
665a6c8d550c6a6c322a592eee097742,"Двое мужчин стоят на футбольном поле и разговаривают друг с другом, двое играют в футбол на поле, футбольный мяч, сидящий на вершине футбольного поля, двое молодых людей стоят перед полем с ноутбуком."
bbb33f54d7fadca581e414ca53467323,"черный фон с белым текстом на нем, группа людей сидящих в задней части фургона, мужчина в шляпе и держащий микрофон, мужчина, стоящий в комнате с микрофоном, двое мужчин сидящие рядом друг с другом."
aadd0148545dcd55612b33ec43c1e3cd,"группа людей сидящих вокруг стола, женщина в очках сидящая на диване, мужчина и женщина сидящая на стульях на сцене, женщина, сидящая за столом с тарелкой еды."
f99dd691e40ce9e5a85ac285c0df2d45,"Изображение кругового объекта в фиолетовом и зелёном цветах, изображение двух женщин, сидящих за столом перед телевизором, женщины в черном платье и красной помаде на экране телевизора."
